timestamp,open,high,low,close,volume
2025-09-14 19:12:00,0.00539,0.00838,0.00033,0.00289,176
2025-09-14 19:13:00,0.00289,0.00488,0.00064,0.00325,101
2025-09-14 19:14:00,0.00325,0.0112,-0.00255,0.00555,108
2025-09-14 19:15:00,0.00555,0.00838,-0.00184,0.001,92
2025-09-14 19:16:00,0.001,0.00377,-0.01001,-0.00815,121
2025-09-14 19:17:00,-0.00815,-0.00317,-0.0132,-0.00948,114
2025-09-14 19:18:00,-0.00948,-0.00548,-0.0165,-0.01238,189
2025-09-14 19:19:00,-0.01238,-0.00796,-0.01819,-0.00831,147
2025-09-14 19:20:00,-0.00831,-0.00747,-0.01136,-0.00934,175
2025-09-14 19:21:00,-0.00934,-0.00024,-0.01226,-0.00068,149
2025-09-14 19:22:00,-0.00068,0.02238,-0.00142,0.02164,65
2025-09-14 19:23:00,0.02164,0.02267,-0.0046,-8e-05,67
2025-09-14 19:24:00,-8e-05,0.00497,-0.00083,0.00216,118
2025-09-14 19:25:00,0.00216,0.00551,-0.01555,-0.01222,167
2025-09-14 19:26:00,-0.01222,-0.00874,-0.02,-0.01562,176
2025-09-14 19:27:00,-0.01562,-0.01536,-0.03431,-0.03236,78
2025-09-14 19:28:00,-0.03236,-0.02845,-0.05576,-0.05052,111
2025-09-14 19:29:00,-0.05052,-0.03585,-0.0569,-0.03806,194
2025-09-14 19:30:00,-0.03806,-0.02569,-0.04325,-0.02719,191
2025-09-14 19:31:00,-0.02719,-0.02518,-0.0325,-0.03087,159
2025-09-14 19:32:00,-0.03087,-0.02847,-0.03406,-0.02879,101
2025-09-14 19:33:00,-0.02879,-0.01949,-0.03291,-0.02217,165
2025-09-14 19:34:00,-0.02217,-0.01828,-0.03399,-0.03173,138
2025-09-14 19:35:00,-0.03173,-0.01463,-0.03575,-0.01812,107
2025-09-14 19:36:00,-0.01812,0.00977,-0.02336,0.00247,81
2025-09-14 19:37:00,0.00247,0.00336,-0.00433,-0.00119,155
2025-09-14 19:38:00,-0.00119,-0.00071,-0.01505,-0.00735,60
2025-09-14 19:39:00,-0.00735,-0.0022,-0.01093,-0.00586,113
2025-09-14 19:40:00,-0.00586,0.00427,-0.0074,0.00142,63
2025-09-14 19:41:00,0.00142,0.00303,-0.00976,-0.00664,193
2025-09-14 19:42:00,-0.00664,-0.00647,-0.01271,-0.00828,114
2025-09-14 19:43:00,-0.00828,-0.00606,-0.03016,-0.02939,68
2025-09-14 19:44:00,-0.02939,-0.02333,-0.03022,-0.02376,137
2025-09-14 19:45:00,-0.02376,-0.017,-0.02706,-0.02065,188
2025-09-14 19:46:00,-0.02065,-0.01203,-0.02237,-0.01532,199
2025-09-14 19:47:00,-0.01532,-0.01248,-0.02416,-0.02278,193
2025-09-14 19:48:00,-0.02278,-0.01576,-0.02481,-0.01698,106
2025-09-14 19:49:00,-0.01698,-0.01337,-0.01744,-0.01554,131
2025-09-14 19:50:00,-0.01554,-0.0121,-0.02727,-0.02211,68
2025-09-14 19:51:00,-0.02211,-0.01847,-0.02397,-0.01939,171
2025-09-14 19:52:00,-0.01939,-0.00321,-0.02069,-0.00871,83
2025-09-14 19:53:00,-0.00871,-0.00542,-0.00874,-0.0076,139
2025-09-14 19:54:00,-0.0076,0.0092,-0.01167,0.00522,151
2025-09-14 19:55:00,0.00522,0.00842,0.00474,0.00484,94
2025-09-14 19:56:00,0.00484,0.00596,0.00079,0.00092,116
2025-09-14 19:57:00,0.00092,0.00587,0.0002,0.0044,105
2025-09-14 19:58:00,0.0044,0.00725,-0.01041,-0.00675,57
